Unnamed: 0,IMMAGINE,DOMANDA,RISPOSTA 1,V/F,RISPOSTA 2,V/F.1,RISPOSTA 3,V/F.2,TEMA
367,,Si sviluppa un incendio a bordo e siamo in vicinanza di un porto: è giusto accelerare per raggiungere al più presto il porto?,no.,V,"sì, se il porto è attrezzato per l'estinzione di incendi a bordo di unità.",F,"sì, sempre.",F,SICUREZZA DELLA NAVIGAZIONE
368,,"In caso di incendio nel vano motore, è necessario:",per prima cosa tentare di chiudere la valvola del carburante.,V,aerare il più possibile il vano motore per spegnere le fiamme.,F,per prima cosa porre l'imbarcazione con le fiamme sopravento.,F,SICUREZZA DELLA NAVIGAZIONE
369,,"In caso di incendio in coperta, è essenziale:",porre l'imbarcazione con le fiamme sottovento.,V,spegnere il motore.,F,scollegare le batterie.,F,SICUREZZA DELLA NAVIGAZIONE
370,,"In caso d'incendio con fiamma alta, dove dirigiamo il getto dell'estintore?",sopra le fiamme in modo tale da allontanare anche il fumo.,F,al centro della fiamma.,F,alla base della fiamma.,V,SICUREZZA DELLA NAVIGAZIONE
371,,In caso di grave incendio a bordo:,bisogna porre subito l'imbarcazione con le fiamme sopravento.,F,appronto le procedure per l'abbandono nave.,V,bisogna spegnere immediatamente le strumentazioni di bordo.,F,SICUREZZA DELLA NAVIGAZIONE
372,,Un quadro elettrico di bordo ha preso fuoco; estinguo l'incendio:,utilizzando acqua di mare.,F,utilizzando un estintore a polvere.,V,utilizzando un estintore a schiuma.,F,SICUREZZA DELLA NAVIGAZIONE
374,,"Il comandante a bordo, in caso di incendio, che ordine primario deve dare?",gettate subito acqua sul fuoco.,F,indossare i giubbetti di salvataggio e allontanarsi dall'incendio.,V,abbandonare l'unità.,F,SICUREZZA DELLA NAVIGAZIONE
375,,"C'è un incendio al vano poppiero motore, conduco l'unità in modo da:",mettere la prora sottovento.,F,mettere l’incendio sottovento.,V,mettere l’incendio sopravento.,F,SICUREZZA DELLA NAVIGAZIONE
376,,"In caso di incendio, mentre si manovra in porto, il primo intervento più opportuno è quello di:",spegnere il motore e richiedere soccorso emettendo 5 o più suoni brevi.,F,tentare di allontanare l'unità dal porto operando per lo spegnimento.,V,"dirigersi rapidamente verso l'ormeggio più vicino per ricevere dai servizi portuali
l'aiuto allo spegnimento.",F,SICUREZZA DELLA NAVIGAZIONE
377,,A quale funzione assolve la ventilazione forzata a bordo delle unità navali da diporto dotate di motore a benzina?,"assicurare, prima dell'avvio del motore, il completo ricambio dell'aria.",V,sovralimentare l'impianto di alimentazione del carburante.,F,mantenere costante la temperatura della testata dell'apparato motore.,F,SICUREZZA DELLA NAVIGAZIONE
378,,"Come si estingue un incendio derivante da combustione di sostanze comuni (legno, tessuti e carta)?",con ossigeno ad alta pressione.,F,mediante azione di raffreddamento ottenuta attraverso getti d'acqua.,V,attraverso l'intensa aspirazione di vapori.,F,SICUREZZA DELLA NAVIGAZIONE
379,,Quale accorgimento è necessario adottare se l'incendio si sviluppa nella zona poppiera dell'unità navale?,orientare la poppa al vento.,F,prendere il mare al giardinetto.,F,orientare la prua al vento.,V,SICUREZZA DELLA NAVIGAZIONE
381,,Come si estingue un incendio derivante da combustione di sostanze liquide?,"mediante l'azione di soffocamento generata, polvere chimica, schiuma, anidride carbonica (CO2) o altro gas inerte.",V,"mediante la ventilazione forzata del locale interessato, riducendo il numero di giri del motore, azionando il circuito di condizionamento.",F,intercettando il pacco batterie e disattivando il gruppo generatore.,F,SICUREZZA DELLA NAVIGAZIONE
382,,Quali contromisure possono essere adottate in caso di incendio sviluppatosi nel locale apparato motore?,chiudere immediatamente le vie d'aria e l'alimentazione del combustibile.,V,azionare immediatamente le turbine di sovralimentazione per favorire l'estinzione dell'incendio.,F,aprire tutti i boccaporti del locale motore per favorirne l'aerazione.,F,SICUREZZA DELLA NAVIGAZIONE
383,,Quale manovra può essere adottata in caso di incendio verificatosi nella zona prodiera di un'unità navale da diporto?,porre la prora al vento e quindi la poppa sottovento.,F,incrementare repentinamente la velocità dell'unità navale.,F,porre la poppa al vento e quindi la prora sottovento.,V,SICUREZZA DELLA NAVIGAZIONE
384,,Il numero e il posizionamento degli estintori di una unità marcata CE:,è fissato dal Codice della navigazione.,F,è stabilito dalle ordinanze dell'Autorità marittima.,F,è stabilito nel Manuale del proprietario.,V,SICUREZZA DELLA NAVIGAZIONE
385,,Per le imbarcazioni da diporto NON marcata CE (immesse sul mercato prima del 17 giugno 1998) il numero e il posizionamento degli estintori è stabilito dal Regolamento di attuazione al Codice della nautica secondo la potenza del motore?,"no, non è stabilito.",F,"si, e prevede un minimo di 1 estintore al posto di guida e 1 estintore in ciascuno degli altri locali.",V,"no, è stabilito dalle ordinanze dell'Autorità marittima, con il minimo di 1 estintore.",F,SICUREZZA DELLA NAVIGAZIONE
386,,"Durante la manovra a motore di recupero di uomo a mare, come deve essere effettuato l'avvicinamento finale verso il naufrago?",a velocità costante.,F,"rapidamente, riducendo la velocità con l'elica a marcia indietro quando giunti in prossimità del naufrago, possibilmente sgasando.",F,"con prudenza, dopo aver smaltito la velocità iniziale.",V,SICUREZZA DELLA NAVIGAZIONE
388,,Quali tra queste azioni è la più opportuna da compiere in caso di uomo in mare?,arrestare immediatamente i motori dell'unità navale ingranando la marcia indietro.,F,aumentare al massimo la velocità con il timone alla banda per compiere un'evoluzione di 360° per fini perlustrativi.,F,lanciare il salvagente anulare presente a bordo in direzione del naufrago.,V,SICUREZZA DELLA NAVIGAZIONE
389,16-27.png,"Figura 19 - Un uomo cade in mare di prora lato dritto, da una imbarcazione che procede a motore, quale delle tre manovre in figura a fianco è corretta?",la manovra in figura A.,F,la manovra in figura B.,V,la manovra in figura C.,F,SICUREZZA DELLA NAVIGAZIONE
390,,Al grido ”uomo in mare a ... (sinistra o a dritta)”:,si accosta rapidamente dallo stesso lato dell’uomo in mare.,V,si accosta rapidamente dal lato opposto dell’uomo in mare.,F,"si accelera per recuperare rapidamente l'uomo a mare, accostando
indifferentemente a dritta oppure a sinistra.",F,SICUREZZA DELLA NAVIGAZIONE
391,,Quale tra queste precauzioni è la più opportuna adottare in caso di uomo in mare?,dare fondo all'ancora.,F,mantenere un costante controllo visivo del naufrago.,V,collocare tutti i parabordi lungo l'opera morta.,F,SICUREZZA DELLA NAVIGAZIONE
392,,Qual è il motivo per cui in caso di uomo a mare si accosta tempestivamente dallo stesso lato dal quale è caduto il naufrago?,per allontanare subito le eliche dell'unità quanto più possibile dal naufrago.,V,per orientare l'unità controvento.,F,per offrire al naufrago il ridosso dagli agenti meteomarini.,F,SICUREZZA DELLA NAVIGAZIONE
393,,Qual è il motivo per cui è opportuno mantenere il controllo visivo del naufrago subito dopo la sua caduta in mare?,confortare il naufrago rassicurandolo circa l'intendimento dell'unità navale di trarlo in salvo.,F,per determinare la lunghezza di cima necessaria per lanciare il salvagente individuale.,F,"agevolare le operazioni di recupero del naufrago durante la manovra evolutiva effettuata dall'unità, scongiurando il rischio che lo stesso possa disperdersi.",V,SICUREZZA DELLA NAVIGAZIONE
395,,Quale tra queste azioni è la più opportuna intraprendere durante le fasi di recupero di un uomo caduto in mare da un'unità navale?,dare fondo all'ancora per mantenere fissa la posizione dell'unità navale durante le operazioni di recupero.,F,filare a mare l'ancora galleggiante in modo da mantenere la prua al vento durante le operazioni di recupero.,F,lanciare in mare il salvagente anulare quanto più possibile nelle vicinanze del naufrago per agevolarne il recupero.,V,SICUREZZA DELLA NAVIGAZIONE
396,,Nel caso in cui un membro dell'equipaggio cada in mare dal lato dritto dell'unità:,occorre accostare immediatamente a sinistra mantenendo un adeguato servizio di vedetta sul medesimo lato al fine di prevenire eventuali collisioni con altre unità navali o ostacoli posti nelle immediate vicinanze.,F,si deve mettere immediatamente a folle il motore e successivamente ingranarlo a marcia indietro al fine di allontanarsi il meno possibile dal naufrago.,F,occorre accostare immediatamente il timone a dritta mantenendo il costante controllo visivo del naufrago.,V,SICUREZZA DELLA NAVIGAZIONE
397,,In caso di sinistro e conseguente abbandono dell'unità il comandante:,spegne il motore.,F,fa indossare a ciascuna persona a bordo il giubbotto di salvataggio.,V,prepara le bandiere di segnalamento.,F,SICUREZZA DELLA NAVIGAZIONE
398,,Cosa si intende per soccorso marittimo?,le attività tese a prendere a rimorchio un'unità in avaria.,F,tutte le attività finalizzate alla ricerca ed al salvataggio della vita umana in mare.,V,l'evacuazione medica a bordo di un'unità.,F,SICUREZZA DELLA NAVIGAZIONE
399,,Qual è l'organismo nazionale che assicura il coordinamento generale dei servizi di soccorso marittimo?,il Comando Generale del Corpo delle Capitanerie di Porto.,V,il Dipartimento della Protezione Civile.,F,la stazione radio costiera.,F,SICUREZZA DELLA NAVIGAZIONE
400,,In quali condizioni è obbligatorio per un comandante di un'unità da diporto prestare assistenza ad un'altra unità in pericolo?,quando la distanza tra le due unità non è superiore alle 12 miglia nautiche e quando non sussiste il rischio per l'unità soccorritrice e delle persone ivi imbarcate.,F,quando a bordo dell'unita in difficoltà vi sono persone in pericolo di vita e quando non sussiste il rischio per l'unità soccorritrice e delle persone ivi imbarcate.,V,quando la distanza tra le due unità non è superiore alle 6 miglia nautiche e quando non sussiste il rischio per l'unità soccorritrice e delle persone ivi imbarcate.,F,SICUREZZA DELLA NAVIGAZIONE
402,,"Ai sensi del Codice della Navigazione, quale tra queste affermazioni è la più corretta per quanto concerne ""l'abbandono nave""?","il comandante dell'unità ordina ""l'abbandono"" della stessa solo dopo aver accertato di persona che tutti i mezzi suggeriti dall'arte nautica non sono in grado di salvarla.",V,"il comandante dell'unità ordina ""l'abbandono"" della stessa solo dopo aver verificato di persona che oltre alla presenza di infiltrazioni nello scafo si sia verificata la contemporanea avaria degli organi propulsivi.",F,"il comandante ordina ""l'abbandono"" della stessa solo dopo aver verificato di persona il mancato funzionamento di tutti gli apparati di navigazione.",F,SICUREZZA DELLA NAVIGAZIONE
403,,"In caso di urto tra due o più unità navali, i Comandanti delle stesse sono obbligati a fornire alle altre unità navali coinvolte le notizie per identificare la propria?",no.,F,"si, nei limiti del possibile.",V,solo previo accordo tra i Comandanti delle unità navali coinvolte.,F,SICUREZZA DELLA NAVIGAZIONE
404,,Quale accorgimento deve adottare il comandante dell'unità da diporto prima di ordinare l'abbandono della stessa?,accertarsi che tutte le persone imbarcate indossino le cinture di salvataggio e che l'eventuale mezzo collettivo di salvataggio (zattera) sia equipaggiato con le previste dotazioni di sicurezza.,V,accertarsi che i serbatoi di carburante siano stati svuotati.,F,accertarsi che sia stata intercettata la linea di alimentazione elettrica.,F,SICUREZZA DELLA NAVIGAZIONE
405,,"Quale effetto si genera in navigazione abbassando il piede (trim negativo), in un'unità spinta da un motore fuoribordo?",l'inclinazione della prua verso il basso per attutire gli impatti sulle onde con il mare formato.,V,si migliora il rendimento del circuito di raffreddamento.,F,si riduce la possibilità che l'imbarcazione possa ingavonarsi.,F,SICUREZZA DELLA NAVIGAZIONE
406,,Quali possono essere i principali accorgimenti che un'unità navale da diporto dovrà adottare qualora interessata da un brusco peggioramento delle condizioni meteo-marine?,trasferire quanto più possibile il peso a prua.,F,chiudere immediatamente la presa a mare del raffreddamento motore ed intercettare la linea di alimentazione.,F,"rizzare (fissare) tutti gli oggetti di bordo, chiudere accuratamente oblò e osterigi, istruire le persone imbarcate in merito al corretto uso dei mezzi collettivi e individuali di salvataggio.",V,SICUREZZA DELLA NAVIGAZIONE
407,,Quale accorgimento sarà opportuno adottare in caso di tempesta proveniente dalla terra ferma?,appennellare l'ancora.,F,dirigersi in sicurezza verso la costa ove il moto ondoso è più attenuato.,V,prendere il mare solo al giardinetto.,F,SICUREZZA DELLA NAVIGAZIONE
409,,Quale accorgimento potrà essere adottato nel caso in cui un'unità navale da diporto navighi con mare particolarmente grosso in poppa causando brusche variazioni del motore?,controllare il livello di carburante nel serbatoio.,F,aumentare la velocità.,F,ridurre opportunamente la velocità.,V,SICUREZZA DELLA NAVIGAZIONE
410,,"Navigando in presenza di nebbia fitta, quali fattori possono indicare la possibile vicinanza della costa?",aumento della corrente di superficie e brusca riduzione della temperatura dell'acqua.,F,mutamento del colore dell'acqua ed il fragore dei frangenti.,V,forti escursioni di marea e repentino abbassamento della temperatura delle acque.,F,SICUREZZA DELLA NAVIGAZIONE
411,,Navigando a motore con mare molto mosso:,"di poppa, sfrutto la spinta delle onde per aumentare la velocità di fuga.",F,faccio il possibile per non prendere le onde al traverso.,V,"di prora, cerco di tagliare le onde esattamente con la prua.",F,SICUREZZA DELLA NAVIGAZIONE
412,,Per attenuare l'impatto con l'onda formata:,è necessario prendere l'onda al traverso.,F,è necessario tagliare la cresta esattamente con la prua perpendicolare all'onda.,F,"è opportuno puntare leggermente verso la cresta, per poi allontanarsene quando la barca scende nel cavo dell’onda.",V,SICUREZZA DELLA NAVIGAZIONE
413,,In navigazione con onda di poppa:,si tiene il trim positivo (elica più sollevata) per alzare la prua e limitare i colpi sull'onda.,V,"si tiene il trim neutro, per non alterare l'assetto della barca.",F,"si tiene il trim negativo, (elica più immersa) per alzare la prua e limitare i colpi sull'onda.",F,SICUREZZA DELLA NAVIGAZIONE
414,,"In merito alla regolazione dei flaps, con moto ondoso contrario è opportuno:","tenerli più o meno abbassati, secondo la tipologia di scafo, per contrastare la tendenza della carena ad alzare la prua a causa della massa d’acqua che scorre sotto la stessa.",V,"tenerli più o meno alzati, secondo la tipologia di scafo, per aiutare ad alzare la prua e favorire il passaggio sull'onda.",F,"disattivarli, poiché si tratta di dispositivi da usare solo con mare piatto.",F,SICUREZZA DELLA NAVIGAZIONE
416,,"In merito alla regolazione dei flaps, con mare formato di poppa, è opportuno:","disattivarli, poiché si tratta di dispositivi da usare solo con mare piatto.",F,"tenere i flaps abbassati, per consentire alla prua di alzarsi sull'onda.",F,"tenere i flaps alzati, per schiacciare la poppa verso il basso, per contrastare l'onda che tende a sollevare la poppa e a far immergere la prua.",V,SICUREZZA DELLA NAVIGAZIONE
